Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
feel like someone reached mythroat grabbed small intestine pulled mouth tied around myneck,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
cookie,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
ohh,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
dont stop cleansing aura justleave aura alone okay,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
fine murky,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
dont,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
dont hell left,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
okay everyone keep fixating onthat didnt know know,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
oh really thathysterical phone call got woman sobbing 300 ill never havegrandchildren,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
alright ross look youre feeling lot ofpain right youre angry youre hurting tell answer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
strip joint cmon youre single somehormones,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative,"Play with Fire (feat. Yacht Money), LA Devotee, Trndsttr"
dont want single okay ijust wanna married,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Wrong, Demons, Politik"
oh god monica hi thank god went toyour building werent guy big hammer said might behere,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, Don't Start Now, Old Town Road"
wanna tell us waitingfor four wet bridesmaids,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
wasnt invited wedding,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
ooh kinda hoping wouldnt anissue,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
let go ofmy hair head fall,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative,"Heaven and Hell - 2008 Remaster, Paranoid - 2012 - Remaster, Monster"
say push stairs,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
push stairs push stairs push stairs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Negative,"Radioactive, Unsainted, Are You Dead Yet?"
cmon daddy listen like itslike life everyone always told youre shoe youre shoe youre ashoe youre shoe today stopped said dont wanna ashoe wanna purse yknow hat im saying want youto buy hat im saying ha metaphor daddy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative,"Bad Liar, Rain, Wrong"
see hed trouble,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
look daddy life well maybe illjust stay monica,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
well guess weve established whosstaying monica,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
well maybe thats decision well maybei dont need money wait wait said maybe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
joey stop hitting weddingday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
please dont ahorrible sound,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
maybe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
rach wait cancel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
im sorry didnt catch name paulwas,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
wandering,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
heres little tip shereally likes rub neck spot untilit starts get little red,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Hold, Yellow"
well kinda supposed headed foraruba honeymoon nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
oh wish could dont want,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
im thinking weve got abookcase,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
would tosay lshaped bracket,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
done bookcase,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, A Million Dreams, Young Dumb & Broke"
heyheyheyhey youregonna start stuff outta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
yes please dont spoilall fun,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
ross let ask question got thefurniture stereo good tv get,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
oh god,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Laid to Rest, American Idiot, I Write Sins Not Tragedies"
got screwed,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
know know im idiot guess ishould caught started going dentist four five times week imean clean teeth get,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
brothers going right nowhes mess get,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
well might try accidentally breakingsomething valuable say,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Negative,"Radioactive, Unsainted, Are You Dead Yet?"
im divorced im only26 im divorced,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, I Bet My Life, Ain't No Rest for the Wicked"
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
took hour,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
look ross gottaunderstand us havent relationship lasted longer mento,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
know scariest part iftheres one woman everybody yknow mean get one woman thatsit unfortunately case one woman,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Negative,"Mr. Brightside, Way down We Go, Alone, Pt. II"
talking one womanthats like saying theres one flavor ice cream lemme tell somethingross theres lots flavors theres rocky road cookie dough bingcherry vanilla could get em jimmies nuts whipped cream thebest thing ever happened got married like eightwelcome back world grab spoon,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
ever since walked uh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Wrong, Demons, Politik"
wanna spell withnoodles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
fifth date kindarevelation,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
isnt,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah yeah think wereyou gonna say,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
know spit probably whatyou need right um long,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
still think um might want thatfifth date,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Negative,"Heat Waves, Bad Liar, Bohemian Rhapsody"
angelas screamerandrea cats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
yknow figure canmake coffee isnt anything cant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
invade polandthere isnt anything cant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
stop,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Negative,"Raining Blood, Nightmare, Monster"
im telling last nightwas like umm birthdays graduations plus barn raising scene,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative,"Flashback, I Feel It Coming, Party Monster"
wasnt real date hell youdo real date,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
shut put table back,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
right kids gotta get work idont input numbers doesnt make much difference,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah jobs see thats webuy stuff,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
doubt mostly regional work,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
oh wait wait unless happened catchthe reruns production pinocchio,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative,"V, Collar Full, 2 MUCH (feat. 24hrs)"
today sleep okaytalk barry cant stop smiling,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
see look like slept witha hanger mouth,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
oh wow trouble,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
want wedding dress hardly used,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit"
think gettinga little ahead selves,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
sex didnt,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
oh hate im pushing aunt roz throughparrot jungle youre sex,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
mean know paul like know paul,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative,"No Time for Caution, The Ballad of Mona Lisa, Dance Off (feat. Idris Elba & Anderson .Paak)"
kidding take credit paul yknow nosnap turtle two years,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
assume looking answer sophisticated get youinto bed,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
hate men hate men,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
like sort ofbeacon dogs men severe emotional problems hear,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
guess,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
kidding im trained nothing laughed twelveinterviews today,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
would found john david boots sale fiftypercent,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
theyre new dont need job dont need parents ive gotgreat boots boots,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
howd pay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
uh credit card,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh god come youguys really necessary mean stop charging anytime want,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
youre welcome remember first came city wasfourteen mom killed stepdad back prison gothere didnt know anybody ended living albino guy likecleaning windshields outside port authority killed foundaromatherapy believe know exactly feel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Negative,"Everyday Life, Daddy, Wake Me up When September Ends"
dont think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
cmon cut cut cut cut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
yknow thinkwe leave kinda like symbolic gesture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Calm Down, Strawberry Swing, Don't Panic"
cut cut cut cut cut cut cut,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
thats pauls watch put back found oh boyalright goodnight everybody,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
goodnight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
really dont want,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bad Liar, Nearly Witches (Ever Since We Met...), Toxicity"
split,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh always figured thought monicas geekyolder brother,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
see ya waitwait whats,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh wouldnt know greatbutt came bit ya,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Seven Nation Army, Enter Sandman (Remastered), Believer"
yeah yeah ill cup coffee,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
yeah hey heres idea dont use wedding china today,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
honey keeps canceling us take hint,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
something gets broken theyre expensive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Nightmare, Paranoid - 2012 - Remaster"
ok something gets broken queen comes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Nightmare, Paranoid - 2012 - Remaster, Monster"
wow parade really good year man horses crap,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Negative,"Waterloo, Feels (feat. Pharrell Williams, Katy Perry & Big Sean), Party Monster"
muskogee thats like four hours tulsa woo hoo,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
yeah totally forgot im supposed cant believe forgot usually write stuff like arm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, Don't Start Now, Old Town Road"
guess im going come really good reason wasnt producers going mad sat us yesterday said everyone 600 sharp,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
well proved wrong,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"It's My Life, Often, Titanium (feat. Sia)"
hide rings,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Nightmare, Paranoid - 2012 - Remaster, Monster"
aw,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Negative,"Way down We Go, Someone You Loved, Alone, Pt. II"
oh know know ive crazed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
oh yeah well unless pushed desk vagina shakes head thing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
listen um hair straightener honey really need one im going dinner boyfriends house,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
mh hmm,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Calm Down, Young Dumb & Broke, Heaven and Hell - 2008 Remaster"
uh emma,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
creepy guy high school huge crush since like ninth grade,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Negative,"Kaer Morhen, Hotel California - 2013 Remaster, Sign of the Times"
im talking rachel fat,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
careful hands chandler china plate careful careful,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Nightmare, Paranoid - 2012 - Remaster"
ill tell rest lives ill careful told otherwise looks china hey wait minute isnt china picked,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
know left store chose different ones,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
well offense honey taste little feminine,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
need good lie,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
need good lie explain wasnt work thing today,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
ooh honey stink lying,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
oh really okay let ask something yesterday coffee house went bathroom came back muffin gonewho took,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
somebody opened door coffee house raccoon came running went straight muffin said hey dont eat thatthats phoebes said pause said joey stink lying going,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
dont worry dont worry well come good lie ill help practice,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
uh forgetting work thing rolls sleeve right arm shows phoebe looks,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
pick grandma airport,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
oh man,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
sure dont live,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
god unbelievable,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
boyfriend canceled mean finally find real relationship mean someone spend day wife comes back town swear almost worth dating married guys,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
dont say,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
oh amy dont cry amy um ross could talk private,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
ok fine dont want bonding much dont want telling emma needs nose job,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Paranoid - 2012 - Remaster"
ross know may need onewere going make peace,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative,"New Rules, The Pot, One of the Drunks"
oh god youre days lives,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
pheebs still need help,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative,"Bad Liar, Rain, Wrong"
oh right ok um ok lie tell way tell example look ground youre talking people know youre lying,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh dont know hard know mean lying basically acting terrfic actor,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"New Rules, Bad Liar, Chop Suey!"
oh put nap,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh thinking know would incredible guys died,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
would get baby mean know would like movie like first wouldnt know would rise occasion would get makeover id get married,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
listen guys could stop anything cause know youd dead thinking changing name im really big fan emily,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
honey dont know tell um something happen ross ross rachel knock wood um wouldnt get baby,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
well havent offically asked yet would want monica chandler,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
dont believe hold second guys die dont get baby,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
connected mean shes shes lump,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
know guys got say means much would trust child mean know monica trying baby know ive doubts skills father two two starts cry,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Done for Me (feat. Kehlani), Die For You, Fix You"
hey come plates less fancy everyone elses trust fancy plate,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
slap face im sister would give baby strangers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
ross sister really fat,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
really dorky girl high school used follow rachel around like puppy dog,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Negative,"Kaer Morhen, Hotel California - 2013 Remaster, Disintegration - 2010 Remaster"
hey amy youve got stop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
