Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
oh maybe theyre napping,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Negative
oh please theyre sex,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
whaddya think george like,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
think hes shy,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah think draw andthen hes preppy animal,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
remember moonlight coming thewindow face incredible glow,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Positive
yes moon glow magicalfeeling part could get painkillers please,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hes right enough already bigdeal today slept first time slept herfor seven years,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
look little complicated,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well sheleft likes women left another woman likes women,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
little louder okay think theres man onthe twelfth floor coma didnt quite hear,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
whoah boy hockey big mistake therewas whole bunch stuff couldve done tonight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
okay okay got one remember thatvegetarian pate made loved much,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
uhhuh,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well unless goose vegetablehahaaaah,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
oh oh oh okay fine fine dontfeel bad sleeping jason hurley,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
slept jason,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
youd already broken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
long,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
couple hours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh thats nice,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
excuse,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
really well least big girls dont peein pants seventh grade,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
right weve looking night,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh george baby drop towel,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
man believe hes sex withone woman,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
think great yknow sweetits romantic,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
hey buddy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh thought great silence ofthe lambs oh come admit things considered fun tonight,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
fun fun tell specificallywhich part fun part wheres puck,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh ah kid,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
gotta man,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yes cmere gimme,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey hey rough holding er,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
couldve played,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hello oh uh rachel,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh okay take place,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
green green,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
want youi need youlet make love,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive
dont wanna stand way true love anything think cantaloupe might hurt less,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh ehmimim rehearsing linesthey gave big romantic story days lives first time characters got one im nervous know really want good,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
woowi havent seen worked since dog food commercial thought gonna real talking dog,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative
yeahhey promise get thrown,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
hey honest mistake,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah awesome day,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
guys wanna come eat dinner restaurant sometime next weeks,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
sure,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
id love,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
well cant give massage licence revoked,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
phoebe happened,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
well accidentyou know lot oil sometimes hand slips,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
oh noyou guys arent supposed get divorced 7 years,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
oh goodok good youtry recapture magic,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
say get work,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
oh honeyi cant telling guys things crazy restaurant,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
really busy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
tell im chef big new york restaurant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
tell 2 weeks masseuse good standing,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh dont worry use travel insurance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
dont travel insurance,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well happens people live edge,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
dont take ross,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh dont think would little weird mean two guys romantic inn,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
room two beds,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey joey bed olivia lost virginity,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
oh pleasehoney fact want support imoh godis christian sandershes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
also,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh head hes done pretty notgaystuff,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
well christmas party santa definitely gay stuff,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
joey joey ready,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh wish luck,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
ok need goodgodis chase lassiterhes straight right,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
rach gotta sayif werent wondering guys gay dont know could,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
bell please quietly action,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
drake,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
get,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Positive
dont love,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
know love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
know felt night kissed bridge,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive
kiss never happened,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Negative
oh one,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
told youget,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
fine ill go let ask one question,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ssshhhhttthes asking question,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
really live rest life never knowing could,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Positive
dont choice,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yes doyesyou im one doesnt choice ibecause cant stop loving,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative
dont say,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Negative
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
everything delicious,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thank,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
duck particular superb,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
actually one small complaint,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
ohpleaseii welcome criticism,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
musician right outside restaurantits kind moodkiller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
musician,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well said customers lined street entertain,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah really great know people must seen play requesting bunch songs yeah suck shut go home,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
listen phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know much love listening music know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Positive
kind classy place,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hi chandler bing reservation,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
welcome chestnut inn mr bing joining,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
new york,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
im sorry hes little bit wound stop every maple candy stand way,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
yeah ate gifts everybody,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
sorry mr bing theres record reservation computer,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
well thats impossible check please,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
im sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
let get straight called yesterday trying cancel reservation told refundable drove six hours way tell dont reservation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
dont know say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
give us cheapest room,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
unfortunatly thing available deluxe suite rate six hundred dollars,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
thats insane,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
totally insane dude lets drive home well hit maple candy stores way back ifif theyre closed maybe well tap tree make,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
dude dont worry bout know make money back nice hotel know plenty amenities load like apples instead taking one im take six,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
great hundred dollars apple,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
cmon get idea owowow well make money back time,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
dude youre shaking,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
think sugar could hold apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
joey gotta tell ya ive thinking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh know writing good director good costars good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
god tell happens tomorrow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ow im going script wanna read lines,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh actress,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh right ask monica,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh screw part mine,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
cant believe married,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Positive
choice keeping sister,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Positive
us everything feel,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Positive
knowing ill never hold arms touch skin feel lips knowing ill never make love accept never kiss kiss right,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Negative
kiss,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
ah rach doesnt say,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
im saying,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
get,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
usa today,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
nice put others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
also got two apples,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
also got great salt pepper shaker restaurant,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh thats cool,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
dude none,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
first time hotel friend,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
cant take remote control,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yes batteries,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
thank thank much,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
lets celebrate maple candy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
least tell hid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
ask question,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
ever weird romantic dreams,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
let think oh younger used dream got married mayor mccheese wedding night ate head,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
ok well like thatin way ai dream last night wanted kiss joey,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
wow mean like kiss himkiss,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh yeah mean pretty intense,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
think brought,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
dont know mean maybe thats something fact saw love scene yesterday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
love scene,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
olivia,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
think dream means anything,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
dont know mean saw love scene maybe dont thing joey maybe thing drake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
ah well joey reading drakes lines dream,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
course trust comes psychology know im talking took two psych classes college,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
took class twice,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohphoebe maybe wasnt clear really love listening music restaurant sort upscale place,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
right yeah ok ill ask butler fetch diamonds vault,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
phoebe wear sort songs dont think play restaurant anymore,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hey guys funniest thing happened work,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
songs arent good enough restaurant,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive
ok still,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
didnt say songs good enough,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
whats wrong would go tiny portions pretentious food,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
tiny portions,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
yeah well excuse,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
phoebe quantity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
wellits quality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh really want talk quality heard key people sing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
well least songs dont taste like garlic yeah ingredients monica,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ok thats know im coffee house bopping along one songs im wearing ear plugs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ear plugs cloves garlic,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
know take back said keep playing restaurant music driving people inside bar sales going like crazy,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
people garlic martini,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
heres copy bill hope enjoyed stay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh still lamps,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh didnt factor room tax,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh dude dont worry found unattended maids car way ahead game,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
theres something new bowl,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
look enough walk away,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
wanti want pinecones,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Negative
theres forest right outside,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ok go quick,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh maple candy,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thank god thought someone swinging bag cats wall,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
youd better get back kitchen monica garlic gonna overuse,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
ok stop playing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
person playing bothering,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh yeah ok lets settle come,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Positive
ok ok many,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
ok well identified tone restaurant pretentious comma garlicky,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ooohh hey wanna stick around ill whip dinner,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
yeah long free food ridiculously overp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
joey peanut butter back head,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
making peanut butter smoothy right,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
whathow going drake,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
ohi dont think going well,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
whatthat scene saw good,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well im feeling really insecure one shooting tomorrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
joey thing say youre bad ill give compliment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
little yeah really worried know mean make convincing im love olivia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
soive never played,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
ooh honey cant hard mean youve love,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
uhwelljust oncewith,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Negative
okthis could little awkwardim going blow past well cant use method actor thing use real life memories help performance,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hi hi ben,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hi little bathroom emergency,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
oh yeah go ahead,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
uh uh joey’s special romance magazines inthere,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t talk,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
awww like daddy,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
hey listen big favor dean’s office calledand said urgent meeting watch ben like hour,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
whatwhat monica,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
oh isn’t home,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well ben would,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
huh umm…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
what’s matter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well that—y’know it’s uh i’ve never done thatbefore alone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
rach he’s excon,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
okay okay okay uh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
don’t know justjust talk himentertain keep alive,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah think,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
i’ll okay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
bye dad,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
really,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay uh want somethingwant something drink,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uh great feel,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
i’m allowed soda,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
what’s virgin,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
water,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
second minister meet kinda liked,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
mean spitter,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Negative
come wasn’t bad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
easy say you’ll wearing veil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
right third guy,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
mean guy kept staring chest,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
blame,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
sorry don’t like idea say ido,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
well still problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oo one us,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
phoebe we’re getting,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’sit’s uh real thing anyone get ordained onthe internet perform like weddings stuff,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yes friend mine it’s totally legal,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
call,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
idea,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
guys thank much neither marrying us,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
calling mean anything anymore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
going legitimate member clergy saylegitimate mean gay control saliva,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
ben y’know uh baby used hangout time ‘cause daddy’s girlfriend,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Negative
you’re anymore,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
i’m,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
‘cause guys break,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
when’s daddy coming back,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Positive
sharing good,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
oh you’re one,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
really like,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
